STATIONNAME,RACKTOCNT,BIKETOCNT,SHARED_RATE,LATITUDE,LONGITUDE,STATIONID,UPDATETIME
102. 망원역 1번출구 앞,15,20,133,37.55564880,126.91062927,ST-4,2023-01-13 11:15:09.581783
103. 망원역 2번출구 앞,14,24,171,37.55495071,126.91083527,ST-5,2023-01-13 11:15:09.581783
104. 합정역 1번출구 앞,13,2,15,37.55062866,126.91498566,ST-6,2023-01-13 11:15:09.581783
105. 합정역 5번출구 앞,5,5,100,37.55000687,126.91482544,ST-7,2023-01-13 11:15:09.581783
106. 합정역 7번출구 앞,12,18,150,37.54864502,126.91282654,ST-8,2023-01-13 11:15:09.581783
107. 신한은행 서교동지점,5,12,240,37.55751038,126.91850281,ST-9,2023-01-13 11:15:09.581783
108. 서교동 사거리,10,3,30,37.55274582,126.91861725,ST-10,2023-01-13 11:15:09.581783
109. 제일빌딩 앞,10,12,120,37.54769135,126.91998291,ST-11,2023-01-13 11:15:09.581783
111. 상수역 2번출구 앞,10,1,10,37.54787064,126.92353058,ST-15,2023-01-13 11:15:09.581783
112. 극동방송국 앞,10,5,50,37.54920197,126.92320251,ST-16,2023-01-13 11:15:09.581783
113. 홍대입구역 2번출구 앞,25,3,12,37.55743790,126.92382050,ST-18,2023-01-13 11:15:09.581783
114. 홍대입구역 8번출구 앞,15,4,27,37.55706024,126.92442322,ST-20,2023-01-13 11:15:09.581783
115. 마스타 빌딩 앞,15,2,13,37.55893326,126.92711639,ST-12,2023-01-13 11:15:09.581783
117. 홍은사거리,23,2,9,37.59115982,126.94132996,ST-17,2023-01-13 11:15:09.581783
118. 광흥창역 2번출구 앞,10,14,140,37.54773331,126.93176270,ST-19,2023-01-13 11:15:09.581783
119. 서강나루 공원,10,13,130,37.54528427,126.93105316,ST-21,2023-01-13 11:15:09.581783
120. 신수동 사거리,5,9,180,37.54524231,126.93411255,ST-22,2023-01-13 11:15:09.581783
121. 마포소방서 앞,15,17,113,37.54976654,126.93317413,ST-23,2023-01-13 11:15:09.581783
122. 신성기사식당 앞,10,16,160,37.54745865,126.93837738,ST-24,2023-01-13 11:15:09.581783
123. 문화촌 공원,20,18,90,37.59432983,126.94738770,ST-25,2023-01-13 11:15:09.581783
124. 서강대 정문 건너편,20,15,75,37.55113983,126.93698883,ST-26,2023-01-13 11:15:09.581783
125. 서강대 남문 옆,15,0,0,37.54948425,126.93894958,ST-27,2023-01-13 11:15:09.581783
126. 서강대 후문 옆,20,7,35,37.55041122,126.94384766,ST-28,2023-01-13 11:15:09.581783
127. 현대벤처빌 앞,9,5,56,37.55352020,126.93695068,ST-29,2023-01-13 11:15:09.581783
128. 신촌역(2호선) 1번출구 옆,20,2,10,37.55549622,126.93634033,ST-30,2023-01-13 11:15:09.581783
129. 신촌역(2호선) 6번출구 옆,10,4,40,37.55505371,126.93756866,ST-31,2023-01-13 11:15:09.581783
130. 신촌역(2호선) 7번출구 앞,10,9,90,37.55485916,126.93615723,ST-32,2023-01-13 11:15:09.581783
131. 증산2교,20,29,145,37.58417130,126.91110229,ST-33,2023-01-13 11:15:09.581783
133. 해담는다리,15,15,100,37.58203125,126.90899658,ST-35,2023-01-13 11:15:09.581783
134. 연세로 명물길,8,12,150,37.55789185,126.93807983,ST-36,2023-01-13 11:15:09.581783
135. 명물길 원형무대 앞,10,8,80,37.55922699,126.93984222,ST-37,2023-01-13 11:15:09.581783
137. 신촌기차역입구 교차로,10,1,10,37.55681229,126.94318390,ST-39,2023-01-13 11:15:09.581783
138. 신촌동 제1공영주차장 앞,10,0,0,37.55917740,126.93452454,ST-40,2023-01-13 11:15:09.581783
139. 연세대 정문 건너편,10,1,10,37.55986404,126.93441772,ST-43,2023-01-13 11:15:09.581783
140. 이화여대 후문,22,17,77,37.56000900,126.94073486,ST-41,2023-01-13 11:15:09.581783
141. 연대 대운동장 옆,10,1,10,37.56238174,126.93264771,ST-42,2023-01-13 11:15:09.581783
142. 아현역 4번출구 앞,11,1,9,37.55720139,126.95566559,ST-200,2023-01-13 11:15:09.581783
143. 공덕역 2번출구,9,17,189,37.54457855,126.95021820,ST-201,2023-01-13 11:15:09.581783
144. 공덕역 8번출구,10,18,180,37.54357910,126.95132446,ST-202,2023-01-13 11:15:09.581783
145. 공덕역 5번출구,9,12,133,37.54425049,126.95163727,ST-203,2023-01-13 11:15:09.581783
146. 마포역 2번출구 뒤,12,19,158,37.53993607,126.94582367,ST-204,2023-01-13 11:15:09.581783
147. 마포역 4번출구 뒤,7,20,286,37.53927231,126.94591522,ST-205,2023-01-13 11:15:09.581783
148. 용강동 주민센터 앞,11,19,173,37.54234695,126.94302368,ST-206,2023-01-13 11:15:09.581783
150. 서강대역 2번출구 앞,15,14,93,37.55295563,126.93434143,ST-207,2023-01-13 11:15:09.581783
153. 성산2교 사거리,10,7,70,37.56469727,126.91261292,ST-210,2023-01-13 11:15:09.581783
154. 마포구청역 ,13,16,123,37.56090927,126.90549469,ST-211,2023-01-13 11:15:09.581783
155. 가좌역1 번출구 앞,15,7,47,37.56829453,126.91504669,ST-212,2023-01-13 11:15:09.581783
156. 서울서부지방법원 앞,10,4,40,37.54933167,126.95491791,ST-213,2023-01-13 11:15:09.581783
157. 애오개역 4번출구 앞,12,14,117,37.55300140,126.95668793,ST-214,2023-01-13 11:15:09.581783
159. 이대역 4번 출구,5,2,40,37.55695343,126.94634247,ST-216,2023-01-13 11:15:09.581783
160. 북아현동 가구거리,13,2,15,37.55754852,126.95938110,ST-217,2023-01-13 11:15:09.581783
161. 무악재역1번 출구,8,0,0,37.58224487,126.95064545,ST-218,2023-01-13 11:15:09.581783
162. 봉원고가차도 밑,15,10,67,37.56526947,126.94624329,ST-219,2023-01-13 11:15:09.581783
163. 명지전문대학교 정문 앞,7,0,0,37.58369827,126.92496490,ST-220,2023-01-13 11:15:09.581783
164. 북가좌1동 주민센터 ,10,3,30,37.57447815,126.91004944,ST-221,2023-01-13 11:15:09.581783
165. 중앙근린공원,20,18,90,37.57513809,126.91394043,ST-222,2023-01-13 11:15:09.581783
166. 가재울 초등학교,20,17,85,37.57381821,126.91923523,ST-223,2023-01-13 11:15:09.581783
167. 연가초등학교 옆,15,0,0,37.57946014,126.91712952,ST-224,2023-01-13 11:15:09.581783
169. 북가좌 삼거리,10,6,60,37.57300186,126.90779877,ST-226,2023-01-13 11:15:09.581783
170. DMC파크뷰자이아파트 302동 앞,10,10,100,37.57311249,126.92244720,ST-227,2023-01-13 11:15:09.581783
171. 임광빌딩 앞,10,4,40,37.56472397,126.96727753,ST-228,2023-01-13 11:15:09.581783
173. 서대문역 8번출구 앞,8,12,150,37.56477737,126.96614838,ST-230,2023-01-13 11:15:09.581783
175. 홍연2교옆,20,5,25,37.57806778,126.93088531,ST-231,2023-01-13 11:15:09.581783
176. 명지대학교 도서관,10,16,160,37.58109665,126.92402649,ST-555,2023-01-13 11:15:09.581783
177. 북가좌 초등학교,8,8,100,37.57767487,126.90980530,ST-345,2023-01-13 11:15:09.581783
178. 증산3교 앞,10,18,180,37.57987595,126.90634918,ST-349,2023-01-13 11:15:09.581783
179. 가좌역 4번출구 앞,14,1,7,37.56912231,126.91479492,ST-232,2023-01-13 11:15:09.581783
180. 충정로역 7번출구 아래,10,7,70,37.55996704,126.96246338,ST-233,2023-01-13 11:15:09.581783
181. 망원초록길 입구,15,8,53,37.55134201,126.90267181,ST-339,2023-01-13 11:15:09.581783
182. 망원2빗물펌프장 앞,9,11,122,37.55136490,126.90306091,ST-340,2023-01-13 11:15:09.581783
183. 하늘채코오롱아파트 건너편,15,40,267,37.56516647,126.91939545,ST-341,2023-01-13 11:15:09.581783
184. 7번가피자 서교망원점,9,19,211,37.55894852,126.90775299,ST-342,2023-01-13 11:15:09.581783
185. 마포 신수공원 앞,15,25,167,37.54254532,126.93429565,ST-343,2023-01-13 11:15:09.581783
186. 월드컵공원,40,28,70,37.56396484,126.89820862,ST-344,2023-01-13 11:15:09.581783
188. 홍은동 정원여중 입구,9,7,78,37.58638763,126.93512726,ST-346,2023-01-13 11:15:09.581783
191. 서우빌딩,10,21,210,37.57889175,126.91073608,ST-347,2023-01-13 11:15:09.581783
192. 연서어린이공원,10,5,50,37.57222748,126.92306519,ST-348,2023-01-13 11:15:09.581783
194. 증산교 앞,10,2,20,37.57731628,126.90296936,ST-350,2023-01-13 11:15:09.581783
195. 모래내고가차도 ,10,7,70,37.56765747,126.91780853,ST-351,2023-01-13 11:15:09.581783
196. 연희교차로 인근,10,6,60,37.56612015,126.92589569,ST-352,2023-01-13 11:15:09.581783
198. 충정2교,15,2,13,37.56213760,126.96377563,ST-354,2023-01-13 11:15:09.581783
199. 서울 월드컵 경기장,30,9,30,37.56684494,126.89644623,ST-443,2023-01-13 11:15:09.581783
200. 국회의원회관,18,13,72,37.52841568,126.91391754,ST-45,2023-01-13 11:15:09.581783
201. 진미파라곤 앞,15,4,27,37.53123856,126.92133331,ST-46,2023-01-13 11:15:09.581783
202. 국민일보 앞,30,2,7,37.52881622,126.92453003,ST-47,2023-01-13 11:15:09.581783
203. 국회의사당역 3번출구 옆,15,6,40,37.52805710,126.91870117,ST-51,2023-01-13 11:15:09.581783
204. 국회의사당역 5번출구 옆,13,1,8,37.52816391,126.91702271,ST-50,2023-01-13 11:15:09.581783
205. 산업은행 앞,20,0,0,37.52626419,126.92050934,ST-52,2023-01-13 11:15:09.581783
206. KBS 앞,35,9,26,37.52466583,126.91802216,ST-53,2023-01-13 11:15:09.581783
207. 여의나루역 1번출구 앞,46,9,20,37.52715683,126.93190002,ST-73,2023-01-13 11:15:09.581783
209. 유진투자증권빌딩 앞,12,1,8,37.52461243,126.92783356,ST-55,2023-01-13 11:15:09.581783
213. KT앞,19,7,37,37.52190781,126.91895294,ST-59,2023-01-13 11:15:09.581783
214. 금융감독원 앞,21,6,29,37.52302170,126.92083740,ST-60,2023-01-13 11:15:09.581783
215. 여의도고교 앞,10,7,70,37.52483749,126.93490601,ST-64,2023-01-13 11:15:09.581783
217. NH농협은행 앞,15,18,120,37.52207947,126.93036652,ST-66,2023-01-13 11:15:09.581783
219. 롯데캐슬엠파이어 옆,12,9,75,37.52069473,126.92583466,ST-62,2023-01-13 11:15:09.581783
220. 미성아파트 A동 앞,30,1,3,37.51936340,126.92604828,ST-63,2023-01-13 11:15:09.581783
221. 여의도초교 앞,10,9,90,37.52267456,126.93778992,ST-67,2023-01-13 11:15:09.581783
222. 시범아파트버스정류장 옆,12,18,150,37.51943588,126.93759918,ST-68,2023-01-13 11:15:09.581783
223. 진주아파트상가 앞,20,7,35,37.51931381,126.93316650,ST-69,2023-01-13 11:15:09.581783
224. 롯데캐슬 앞,20,17,85,37.52008820,126.93236542,ST-70,2023-01-13 11:15:09.581783
225. 앙카라공원 앞,26,16,62,37.51736832,126.92925262,ST-71,2023-01-13 11:15:09.581783
226. 샛강역 1번출구 앞,19,7,37,37.51776505,126.92841339,ST-72,2023-01-13 11:15:09.581783
227. 양평2나들목 보행통로 입구,20,43,215,37.54466629,126.88835907,ST-277,2023-01-13 11:15:09.581783
228. 선유도역 3번출구 앞,10,7,70,37.53845978,126.89450836,ST-278,2023-01-13 11:15:09.581783
229. 양평1 보행육교 앞,25,4,16,37.53587341,126.89218140,ST-279,2023-01-13 11:15:09.581783
230. 영등포구청역 1번출구,13,4,31,37.52463531,126.89621735,ST-413,2023-01-13 11:15:09.581783
231. 남부고용노동지청 남측,10,14,140,37.52450562,126.89182281,ST-280,2023-01-13 11:15:09.581783
232. 양평우림 이비즈센타 앞,20,8,40,37.52565002,126.88781738,ST-281,2023-01-13 11:15:09.581783
233. 양평1동 YP센터 앞,10,1,10,37.52848816,126.89164734,ST-282,2023-01-13 11:15:09.581783
234. 영등포구민체육센터 앞,10,6,60,37.50046158,126.90584564,ST-283,2023-01-13 11:15:09.581783
235. 신길동 우리은행 옆,10,7,70,37.50456619,126.91023254,ST-284,2023-01-13 11:15:09.581783
236. 문래동자이아파트 앞,10,13,130,37.51615524,126.89461517,ST-285,2023-01-13 11:15:09.581783
237. 보라매 두산위브 건너편,20,34,170,37.49651337,126.91480255,ST-286,2023-01-13 11:15:09.581783
238. 제2구민체육센타 앞,10,8,80,37.52638626,126.90275574,ST-287,2023-01-13 11:15:09.581783
239. 유스호스텔 앞,20,21,105,37.52585220,126.90328217,ST-288,2023-01-13 11:15:09.581783
240. 문래역 4번출구 앞,10,2,20,37.51873779,126.89557648,ST-289,2023-01-13 11:15:09.581783
241. 신길우성1차아파트 앞 공원,10,10,100,37.50501633,126.89853668,ST-290,2023-01-13 11:15:09.581783
242. 신길선원가와인아파트 앞,15,18,120,37.51093292,126.91022491,ST-291,2023-01-13 11:15:09.581783
243. 이앤씨드림타워 앞,15,10,67,37.52708435,126.89138031,ST-292,2023-01-13 11:15:09.581783
244. 영등포삼환아파트 앞,20,16,80,37.53007889,126.90570831,ST-293,2023-01-13 11:15:09.581783
245. 삼성생명 당산사옥 앞,14,25,179,37.52826309,126.89662933,ST-294,2023-01-13 11:15:09.581783
247. 당산역 10번출구 앞,14,4,29,37.53342056,126.90223694,ST-295,2023-01-13 11:15:09.581783
248. 초원아파트 앞,10,2,20,37.53105545,126.92420959,ST-296,2023-01-13 11:15:09.581783
249. 여의도중학교 옆,16,10,63,37.52434921,126.93611908,ST-297,2023-01-13 11:15:09.581783
250. 대림아파트 사거리,10,7,70,37.50764084,126.92308044,ST-298,2023-01-13 11:15:09.581783
251. 서울지방병무청 버스정류장,10,14,140,37.50449371,126.92195129,ST-299,2023-01-13 11:15:09.581783
252. 보라매역4번출구,10,7,70,37.49982834,126.91994476,ST-300,2023-01-13 11:15:09.581783
254. 도림신협 앞,10,24,240,37.50380325,126.90341949,ST-302,2023-01-13 11:15:09.581783
255. 도림사거리,15,22,147,37.50657272,126.90113068,ST-303,2023-01-13 11:15:09.581783
256. 동아에코빌입구,10,14,140,37.50947571,126.89929962,ST-304,2023-01-13 11:15:09.581783
258. 신길역3번출구,14,11,79,37.51769257,126.91429901,ST-306,2023-01-13 11:15:09.581783
259. 대방역6번출구,17,80,471,37.51359177,126.92593384,ST-307,2023-01-13 11:15:09.581783
260. 여의도 마리나선착장 앞,15,14,93,37.53365707,126.91216278,ST-414,2023-01-13 11:15:09.581783
262. 영문초등학교 사거리,12,8,67,37.51992798,126.88918304,ST-416,2023-01-13 11:15:09.581783
263. 근로자회관 사거리,12,4,33,37.51715088,126.88862610,ST-417,2023-01-13 11:15:09.581783
264. 교보생명보험 앞,15,4,27,37.52193069,126.89161682,ST-418,2023-01-13 11:15:09.581783
265. 영등포유통상가 사거리,15,2,13,37.52113342,126.89653778,ST-419,2023-01-13 11:15:09.581783
266. 영등포청과시장 사거리,10,7,70,37.52029419,126.90119171,ST-420,2023-01-13 11:15:09.581783
267. 삼성화재 사옥 옆,10,10,100,37.53596115,126.89830017,ST-421,2023-01-13 11:15:09.581783
268. 그랜드컨벤션센터 앞,6,15,250,37.53471756,126.90000153,ST-422,2023-01-13 11:15:09.581783
270. 증권거래소후문교차로,10,0,0,37.52234268,126.92710114,ST-424,2023-01-13 11:15:09.581783
271. 샛강생태공원방문자센터 앞,10,7,70,37.51896286,126.92161560,ST-425,2023-01-13 11:15:09.581783
272. 당산육갑문,20,16,80,37.53533936,126.90367889,ST-426,2023-01-13 11:15:09.581783
275. 신동아아파트,10,13,130,37.52222061,126.88558197,ST-1320,2023-01-13 11:15:09.581783
276. 영등포로터리2,10,35,350,37.51828384,126.91263580,ST-1321,2023-01-13 11:15:09.581783
278. 쌍용플레티넘오피스텔,10,32,320,37.50793076,126.89523315,ST-1323,2023-01-13 11:15:09.581783
279. 영등포 푸르지오 아파트,15,21,140,37.51322937,126.90446472,ST-1353,2023-01-13 11:15:09.581783
280. 양평동6차현대아파트 앞,10,20,200,37.53210068,126.89443970,ST-1539,2023-01-13 11:15:09.581783
281. 신동아아파트 앞,8,8,100,37.49824142,126.89398193,ST-1540,2023-01-13 11:15:09.581783
282. 신한은행 대림동지점,10,2,20,37.48752975,126.90487671,ST-1541,2023-01-13 11:15:09.581783
283. 아크로타워 스퀘어(영등포시장),15,45,300,37.52251816,126.90721893,ST-1649,2023-01-13 11:15:09.581783
284. 센트럴 푸르지오 시티 앞,16,8,50,37.51821136,126.90222931,ST-1650,2023-01-13 11:15:09.581783
285. 대림3동사거리(하나은행),14,3,21,37.49985886,126.89723969,ST-1651,2023-01-13 11:15:09.581783
286. 우성아파트 교차로,12,3,25,37.49457169,126.89974976,ST-1652,2023-01-13 11:15:09.581783
287. 영등포전화국사거리 (서강어린이공원),10,27,270,37.52576828,126.90573883,ST-1653,2023-01-13 11:15:09.581783
288. 쌍용예가(구청별관),10,8,80,37.52809906,126.89338684,ST-1677,2023-01-13 11:15:09.581783
289. 대림3동사거리,10,22,220,37.49980927,126.89800262,ST-1697,2023-01-13 11:15:09.581783
290. 당산동 SK V1 빌딩,12,24,200,37.53150940,126.89782715,ST-1698,2023-01-13 11:15:09.581783
291. 문래동 하이테크 시티,14,6,43,37.51385117,126.89888000,ST-1699,2023-01-13 11:15:09.581783
292. 영일 어린이공원,10,16,160,37.51012039,126.90406799,ST-1700,2023-01-13 11:15:09.581783
293. 충북 미래관,15,43,287,37.52917099,126.90757751,ST-1701,2023-01-13 11:15:09.581783
295.영등포공원 분수대 앞,10,14,140,37.51481247,126.91170502,ST-1967,2023-01-13 11:15:09.581783
296.KT플라자 영등포점,15,15,100,37.52630234,126.90538025,ST-1968,2023-01-13 11:15:09.581783
297.국회3문,10,2,20,37.52863693,126.91267395,ST-1969,2023-01-13 11:15:09.581783
298.KBS 연구동 건너편,25,14,56,37.52750778,126.91429901,ST-1970,2023-01-13 11:15:09.581783
299.여의도 순복음교회,10,2,20,37.53179169,126.92245483,ST-1971,2023-01-13 11:15:09.581783
300. 정동사거리,6,0,0,37.56805038,126.96923065,ST-116,2023-01-13 11:15:09.581783
301. 경복궁역 7번출구 앞,20,9,45,37.57579422,126.97145081,ST-117,2023-01-13 11:15:09.581783
302. 경복궁역 4번출구 뒤,12,7,58,37.57594681,126.97406006,ST-118,2023-01-13 11:15:09.581783
303. 광화문역 1번출구 앞,8,0,0,37.57176971,126.97466278,ST-119,2023-01-13 11:15:09.581783
305. 종로구청 옆,16,5,31,37.57255936,126.97833252,ST-121,2023-01-13 11:15:09.581783
307. 서울역사박물관 앞,11,0,0,37.56999969,126.97109985,ST-123,2023-01-13 11:15:09.581783
308. 광화문 S타워 앞,31,1,3,37.56996918,126.97393799,ST-124,2023-01-13 11:15:09.581783
309. 광화문역 6번출구 옆 B,13,0,0,37.56996155,126.97615814,ST-125,2023-01-13 11:15:09.581783
310. 청계광장 옆,8,0,0,37.56887817,126.97747040,ST-126,2023-01-13 11:15:09.581783
314. 국립현대미술관,10,0,0,37.57970810,126.98085785,ST-130,2023-01-13 11:15:09.581783
316. 종각역 1번출구 앞,8,3,38,37.57039642,126.98178864,ST-132,2023-01-13 11:15:09.581783
318. 광교사거리 남측,10,0,0,37.56863403,126.98231506,ST-134,2023-01-13 11:15:09.581783
320. 을지로입구역 4번출구 앞,17,2,12,37.56622314,126.98358917,ST-136,2023-01-13 11:15:09.581783
321. KEB 하나금융그룹 명동사옥 옆,15,2,13,37.56546402,126.98413849,ST-137,2023-01-13 11:15:09.581783
322. 명동성당 앞,10,7,70,37.56447601,126.98696899,ST-138,2023-01-13 11:15:09.581783
324. 신세계백화점 본점 앞,8,19,238,37.56143188,126.98069763,ST-140,2023-01-13 11:15:09.581783
326. 안국역 5번출구 앞,19,9,47,37.57624054,126.98616028,ST-142,2023-01-13 11:15:09.581783
327. 낙원상가 옆,10,1,10,37.57335663,126.98746490,ST-143,2023-01-13 11:15:09.581783
328. 탑골공원 앞,11,1,9,37.57039642,126.98818970,ST-144,2023-01-13 11:15:09.581783
329. 청계2가 사거리 옆,8,12,150,37.56848526,126.98788452,ST-145,2023-01-13 11:15:09.581783
331. 을지로2가 사거리 북측,10,3,30,37.56638336,126.98720551,ST-147,2023-01-13 11:15:09.581783
332. 을지로2가 사거리 남측,5,4,80,37.56599045,126.98779297,ST-148,2023-01-13 11:15:09.581783
334. 종로3가역 2번출구 뒤,10,25,250,37.57059860,126.99179077,ST-150,2023-01-13 11:15:09.581783
335. 종로3가역 15번출구 앞,10,2,20,37.57019806,126.99125671,ST-151,2023-01-13 11:15:09.581783
336. 충무로역 6번출구 앞,8,14,175,37.56144714,126.99311066,ST-152,2023-01-13 11:15:09.581783
337. 창경궁 입구,5,3,60,37.57897949,126.99647522,ST-153,2023-01-13 11:15:09.581783
338. 세운스퀘어 앞,18,0,0,37.57095718,126.99712372,ST-154,2023-01-13 11:15:09.581783
339. 종로4가 사거리,10,20,200,37.57106781,126.99819183,ST-155,2023-01-13 11:15:09.581783
340. 혜화동 로터리,8,18,225,37.58562851,127.00067902,ST-156,2023-01-13 11:15:09.581783
341. 혜화역 3번출구 뒤,8,29,363,37.58156967,127.00178528,ST-157,2023-01-13 11:15:09.581783
342. 대학로 마로니에공원,22,45,205,37.57978439,127.00253296,ST-158,2023-01-13 11:15:09.581783
343. 예일빌딩(율곡로) 앞,6,5,83,37.57561111,127.00469971,ST-159,2023-01-13 11:15:09.581783
344. 성균관대 E하우스 앞,10,13,130,37.57403564,127.00672150,ST-160,2023-01-13 11:15:09.581783
345. 서울보증보험본사 앞,18,3,17,37.57330704,127.00070953,ST-161,2023-01-13 11:15:09.581783
346. 맥스타일 앞,10,5,50,37.56918335,127.00988007,ST-162,2023-01-13 11:15:09.581783
347. 동대문역사문화공원역 9번출구 앞,18,19,106,37.56533051,127.00784302,ST-163,2023-01-13 11:15:09.581783
348. 독립문역 사거리,14,10,71,37.57202911,126.96078491,ST-183,2023-01-13 11:15:09.581783
349. 사직동주민센터,7,2,29,37.57633209,126.96858978,ST-165,2023-01-13 11:15:09.581783
351. 청운초교 앞 삼거리,8,5,63,37.58507919,126.97061920,ST-167,2023-01-13 11:15:09.581783
352. 중앙고입구 삼거리,10,1,10,37.58341599,126.98523712,ST-168,2023-01-13 11:15:09.581783
353. 재동초교 앞 삼거리,8,3,38,37.57938766,126.98494720,ST-169,2023-01-13 11:15:09.581783
354. 포르투갈 대사관 앞,10,19,190,37.57915497,126.98896027,ST-170,2023-01-13 11:15:09.581783
355. 서울사대부속초교 앞,15,4,27,37.57650757,127.00245667,ST-171,2023-01-13 11:15:09.581783
356. KT혜화지사 앞,15,12,80,37.57714462,127.00205994,ST-172,2023-01-13 11:15:09.581783
358. 성대입구 사거리,13,2,15,37.58250046,126.99853516,ST-173,2023-01-13 11:15:09.581783
359. 원남동사거리,8,5,63,37.57606125,126.99768066,ST-174,2023-01-13 11:15:09.581783
361. 동묘앞역 1번출구 뒤,10,13,130,37.57324219,127.01590729,ST-175,2023-01-13 11:15:09.581783
362. 청계8가 사거리,10,5,50,37.57222366,127.02270508,ST-176,2023-01-13 11:15:09.581783
363. 신설동역 11번출구 뒤,13,1,8,37.57559204,127.02285004,ST-177,2023-01-13 11:15:09.581783
364. 창신역 1번출구 앞,8,9,113,37.57933426,127.01508331,ST-178,2023-01-13 11:15:09.581783
367. 독립문역 3-1번출구 ,13,20,154,37.57384872,126.95869446,ST-180,2023-01-13 11:15:09.581783
368. SK 서린빌딩 앞,15,0,0,37.56924820,126.98053741,ST-181,2023-01-13 11:15:09.581783
369. 광화문 시민열린마당,12,6,50,37.57549286,126.97850037,ST-182,2023-01-13 11:15:09.581783
370. 시청역(2호선) 9번출구 뒤,24,2,8,37.56322861,126.97483826,ST-185,2023-01-13 11:15:09.581783
371. 동대입구역 6번출구 뒤,10,21,210,37.55887222,127.00553894,ST-186,2023-01-13 11:15:09.581783
372. 약수역 3번출구 뒤,10,11,110,37.55429459,127.01119995,ST-187,2023-01-13 11:15:09.581783
374. 청구역 2번출구 앞,12,7,58,37.56047440,127.01407623,ST-189,2023-01-13 11:15:09.581783
379. 서울역9번출구,7,2,29,37.55599976,126.97335815,ST-194,2023-01-13 11:15:09.581783
380. CJ제일제당 앞,8,13,163,37.56386566,127.00274658,ST-195,2023-01-13 11:15:09.581783
381. 장충체육관,15,8,53,37.55853271,127.00698853,ST-196,2023-01-13 11:15:09.581783
382. 약수역 10번출구 앞,7,16,229,37.55519867,127.01004791,ST-197,2023-01-13 11:15:09.581783
383. 신당역 12번 출구 뒤,22,18,82,37.56584930,127.01640320,ST-198,2023-01-13 11:15:09.581783
384. 종로학원본원 ,10,4,40,37.55978012,126.96850586,ST-199,2023-01-13 11:15:09.581783
385. 종각역 5번출구,10,0,0,37.56983566,126.98265839,ST-336,2023-01-13 11:15:09.581783
387. 훈련원공원주차장 앞,10,14,140,37.56699371,127.00346375,ST-338,2023-01-13 11:15:09.581783
388. 동성중학교 앞,10,8,80,37.58573532,127.00160980,ST-444,2023-01-13 11:15:09.581783
389. 을지로4가역 1번출구,10,1,10,37.56673050,126.99660492,ST-943,2023-01-13 11:15:09.581783
390. 충무로역 1번출구,12,0,0,37.56138992,126.99535370,ST-944,2023-01-13 11:15:09.581783
391. 시립미술관,8,0,0,37.56505203,126.97340393,ST-977,2023-01-13 11:15:09.581783
393. 동대문역 8번 출구,12,2,17,37.57014084,127.00937653,ST-1372,2023-01-13 11:15:09.581783
394. 경희궁 자이 3단지,15,5,33,37.56748962,126.96591949,ST-1373,2023-01-13 11:15:09.581783
395. 경희궁 자이 2단지,8,7,88,37.56885529,126.96456146,ST-1374,2023-01-13 11:15:09.581783
397. 종묘공영주차장 건너편,13,20,154,37.57048035,126.99663544,ST-1432,2023-01-13 11:15:09.581783
398. 을지로3가역 3번출구,8,9,113,37.56655884,126.99243927,ST-1435,2023-01-13 11:15:09.581783
399. 서울역 센트럴 자이아파트,15,17,113,37.55410767,126.96540833,ST-1436,2023-01-13 11:15:09.581783
400. 상암한화오벨리스크 1차 앞,14,14,100,37.58752441,126.88300323,ST-110,2023-01-13 11:15:09.581783
401. 상암월드컵파크 10단지 앞,13,6,46,37.58618927,126.88161469,ST-76,2023-01-13 11:15:09.581783
402. 상암월드컵파크 9단지 앞,20,16,80,37.58285522,126.87982178,ST-77,2023-01-13 11:15:09.581783
403. 부엉이공원 앞,20,0,0,37.58559036,126.88472748,ST-78,2023-01-13 11:15:09.581783
405. DMC빌 앞,8,2,25,37.58265686,126.88578796,ST-80,2023-01-13 11:15:09.581783
406. 상암월드컵파크 7단지 앞,15,5,33,37.58111191,126.88087463,ST-81,2023-01-13 11:15:09.581783
407. 마포구 육아종합지원센터,8,2,25,37.58063126,126.88367462,ST-83,2023-01-13 11:15:09.581783
408. LG CNS앞,14,5,36,37.58081055,126.88665009,ST-84,2023-01-13 11:15:09.581783
409. 누리꿈스퀘어 옆,30,9,30,37.57939911,126.88916016,ST-86,2023-01-13 11:15:09.581783
410. 상암중학교 옆,10,2,20,37.57739258,126.88747406,ST-88,2023-01-13 11:15:09.581783
411. DMC홍보관,10,6,60,37.57799530,126.89147186,ST-90,2023-01-13 11:15:09.581783
412. DMC산학협력연구센터 앞,22,3,14,37.57580185,126.89073944,ST-91,2023-01-13 11:15:09.581783
413. 상암월드컵파크 3단지 후문,10,12,120,37.57147598,126.88968658,ST-92,2023-01-13 11:15:09.581783
414. 상암동주민센터 옆,8,17,213,37.57822037,126.89447021,ST-94,2023-01-13 11:15:09.581783
415. DMC역 9번출구 앞,10,6,60,37.57746887,126.89736176,ST-95,2023-01-13 11:15:09.581783
416. 상암월드컵파크 1단지 교차로,12,6,50,37.57566452,126.89444733,ST-96,2023-01-13 11:15:09.581783
417. DMC역 2번출구 옆,20,39,195,37.57506943,126.89991760,ST-93,2023-01-13 11:15:09.581783
418. 월드컵경기장역 3번출구 옆,20,9,45,37.57072067,126.89897919,ST-89,2023-01-13 11:15:09.581783
