,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류코드,표준산업분류명,도로명,경도,위도
76981,세븐일레븐인천제일시장점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경인로,126.674507113884,37.459681897018
77086,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경원대로1363번길,126.72058260512,37.4919511958606
77105,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가정로,126.672264419047,37.502752901577
77116,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 수변로9번길,126.73936961788,37.4876570211614
77125,CU용현신창점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 매소홀로,126.642227842907,37.4451692307
77140,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경인로142번길,126.657832587148,37.4636113802481
77290,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 운남로128번길,126.534211980026,37.4892900720709
77323,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 병방시장로41번길,126.736078157417,37.5480718792999
77380,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 안남로434번길,126.712137357941,37.5221249663019
77418,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 뱃길1로,126.612187538492,37.5650432367351
77422,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 동암남로,126.706852468581,37.4704292227586
77428,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 아나지로,126.70227252786,37.5254048299505
77542,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 건지로334번길,126.678782827834,37.4961043388756
77613,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계양산로,126.723512806969,37.5483061184253
77669,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 주안서로,126.677976055093,37.4603875224491
77698,신성메디칼편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 아나지로,126.725629151673,37.5250284690811
77715,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 한나루로357번길,126.658525356435,37.4387507825911
77754,씨유숭의행복,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 독배로473번길,126.6456747951,37.4602019200476
77926,편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 화도면 해안남로,126.387021092826,37.610212677434
77992,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 건지로,126.6541015548,37.4989522524711
78072,코리아세븐인천영흥외리점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 옹진군 영흥면 영흥남로,126.475197651498,37.2517629582051
78190,정원마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 운남서로,126.532640781134,37.4886849065805
78214,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 완정로178번길,126.658891543019,37.6046959978262
78248,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 용담로,126.675915780563,37.4163128586591
78295,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 열우물로,126.683535548343,37.4836871738274
78318,코리아세븐인천아시아드박태환,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 매소홀로,126.686465347329,37.4364425990945
78381,MAI,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 송현로,126.633296560695,37.4770347333755
78413,GS25구월센터점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 호구포로,126.719591235767,37.4552863979144
78484,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 석정로323번길,126.669421840919,37.4691846768873
78491,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 만수서로83번길,126.734681611363,37.4625761492827
78535,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 남동서로205번길,126.689418803317,37.410921940345
78598,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 대평로8번길,126.676344781096,37.5477056481569
78631,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 운서3로,126.509355510179,37.4848794204333
78691,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 송도문화로28번길,126.65396824003,37.3783294841036
78702,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 소래역로,126.734468314006,37.4014201928909
78711,씨유씨로지스틱스,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 축항대로296번길,126.62199977909,37.4328162477536
78782,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 토금중로29번길,126.636724377982,37.4532601890771
78820,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경인로962번길,126.726382237206,37.4860400236701
78938,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 용유서로304번길,126.376061250097,37.445712709553
78948,코리아세븐부평,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 장제로228번길,126.732391715613,37.5057922023706
78970,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 원당대로,126.712612856816,37.5872289439622
79039,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 장승남로33번길,126.735744947411,37.4437287992179
79318,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 하늘중앙로195번길,126.561319606003,37.4896864017477
79347,코리아세븐인천,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 양지로,126.754890330591,37.5621115095253
79364,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 주안로,126.679504274423,37.4647565936251
79367,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 미래로,126.705805753054,37.453766649292
79368,씨스페이스,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 평천로287번길,126.721976600588,37.5169788658714
79466,코리아세븐인천,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 용유서로,126.376196228991,37.4452190133827
79485,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 대정로,126.725034698679,37.4961350649143
79486,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 용정공원로83번길,126.647077134004,37.4476125775553
79487,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 노적산로,126.656950204021,37.4402646491259
79600,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 화랑북로21번길,126.705395842148,37.4958854215239
79604,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 운서1로,126.507455869402,37.4826119162743
79606,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부흥로173번길,126.711414670252,37.5023124996887
79682,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 논현로46번길,126.71066455859,37.4017937304334
79716,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인주대로238번길,126.662185815808,37.4521185451364
79847,365PLUS부평,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부개로,126.740200697368,37.5007849230509
79849,365플러스편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 경명대로,126.728107807636,37.5436163211443
80040,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 화도면 해안남로,126.434857913215,37.5989729262404
80051,광뜬하루편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 석바위로,126.686483736271,37.4599507922483
80168,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 함박로67번길,126.684926616708,37.425577004761
80310,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 오조산로89번길,126.737610299024,37.5390870286023
80375,코리아세븐송도,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 송도미래로,126.647268356813,37.36662959413
80498,위드미,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인하로299번길,126.681424449036,37.4487486651814
80524,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인하로,126.655151279219,37.4517503679374
80525,씨유작전공단,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 아나지로,126.738750466555,37.5258090647138
80611,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인주대로469번길,126.689090619913,37.4517713259821
80619,코리아세븐강화,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 송해면 강화대로,126.465535561007,37.7617952316253
80622,씨유테크,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 서판로,126.727404774619,37.4637504425036
80628,세븐일레븐인천방축중앙점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 화산로66번길,126.740331637113,37.5501806825564
80646,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 안남로,126.71208805204,37.5052481873262
80648,솔드아웃,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉오대로283번길,126.68206493007,37.5249017203424
80708,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 아카데미로312번길,126.620456902785,37.4017486690912
80725,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 안남로,126.710301589482,37.5341336166912
80853,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 담방서로17번길,126.737096989176,37.4459868436155
80854,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 하늘중앙로225번길,126.558397085488,37.4881911261338
80855,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경인로,126.652885755112,37.4658977602881
80887,코리아세븐인천,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 세월천로,126.70559362087,37.5132503990195
80928,코리아세븐인천,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 구월남로,126.721263798261,37.451979682685
80971,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 송현로,126.637527164566,37.4787775259518
80973,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 도산로,126.637378599741,37.4676571507521
80974,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 은하수로,126.555008518927,37.4932855112088
81068,프렌즈,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 석정로,126.682860483301,37.4667492923624
81104,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 주승로,126.682747385422,37.4448439196072
81105,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 샛골로,126.642156291051,37.4703791939646
81106,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 은하수로,126.578263236951,37.4918107126396
81110,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 새말로,126.685201360009,37.4163263978879
81115,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉오재3로,126.664510567429,37.5323271396314
81116,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 강화읍 동문로80번길,126.493015604514,37.7509328020257
81203,GS25학익위브점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 노적산로,126.654962440749,37.4414674475454
81239,IGA마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청라한내로,126.627870810116,37.5338262344446
81241,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 제물량로24번길,126.639719545905,37.4619896309568
81243,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 남촌로84번길,126.71688472731,37.4284601640986
81244,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 운연천로,126.756241812137,37.4309262221743
81245,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 랜드마크로,126.614860414675,37.4161718456107
81246,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인주대로446번길,126.686088759087,37.4502242504972
81279,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 경원대로467번길,126.697642312946,37.4259160205015
81303,그린마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 석산로131번길,126.706208600947,37.4625291193487
81343,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 심곡로132번길,126.683428861801,37.5457755812488
81411,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 계산로,126.731375337391,37.5371010210196
81522,코리아세븐강화전등사점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 길상면 전등사로,126.491874255887,37.6348359918399
81524,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 새벌로,126.71715648165,37.5249817860339
81614,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 구월로,126.720347999207,37.4559793830586
81664,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 옹진군 영흥면 선재로,126.533477223009,37.2334961171678
81733,코리아세븐인천가좌,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 열우물로197번길,126.686940033772,37.4803912533323
81734,코리아세븐인천가좌어린이공원,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가정로88번길,126.673127628741,37.4923197103983
81822,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 논고개로68번길,126.728712332436,37.3998356739007
81863,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉수대로,126.644582027602,37.6100196393963
81959,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 미추홀대로,126.677898563727,37.4410324608716
81989,CU계산태평점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 용종로,126.741489911303,37.5351368945896
82117,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 관창북로,126.530957699067,37.4914841575737
82133,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 화도면 해안남로,126.459301726425,37.5926002495825
82142,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부영로,126.715828585247,37.4994862859294
82236,코리아세븐인천서창센타점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 서창남순환로,126.749327395789,37.4241044471327
82239,해비치펜션편의점카페,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 옹진군 영흥면 영흥서로,126.453534376311,37.2759721361861
82256,인더라인,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 석산로9번길,126.695141738853,37.4638670992942
82259,위드미,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 지식기반로,126.645857881574,37.3615676132406
82329,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉오재3로,126.669738295344,37.5271962670463
82330,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 옹진군 영흥면 선재로,126.520448655122,37.2514450900226
82395,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 매소홀로418번길,126.668430089408,37.4390520088668
82398,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가정로,126.67294255924,37.5149153408657
82432,에스큐브인터내셔널,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 은하수로,126.546933279577,37.4892670384451
82547,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 청농로,126.68950749645,37.5178664563124
82701,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 소래역로46번길,126.735496680236,37.4013861437907
83082,GS25화미타운,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 백범로,126.661205980005,37.4855176048895
83112,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 축항대로69번길,126.608499876731,37.4583103251218
83396,7편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 심곡로,126.671991013516,37.5424308475889
83526,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 용종로,126.742070813462,37.5450093208725
83604,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 송현로,126.635365721521,37.4788877329013
83605,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 북항로32번안길,126.646138727786,37.5090428065204
83612,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 일신로40번길,126.745469957888,37.4812345119636
83620,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 양사면 인화로,126.370475756931,37.7893585149178
83621,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 교동면 대룡안길54번길,126.279657193613,37.7828507356576
83625,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 호구포로,126.707340600009,37.4000184207633
83626,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 참외전로,126.621799569434,37.4800637675016
83651,씨유인천간석3동,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 서창남순환로,126.749462346947,37.4241419166664
83719,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 선원면 중앙로,126.480237806683,37.7249018036199
83748,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 인주대로887번길,126.737970238215,37.4511861578231
83815,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 계림로35번길,126.668596774686,37.4283676134726
83816,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 송도과학로16번길,126.660796700431,37.3810110243432
83820,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 장제로27번길,126.725351722547,37.4881283147497
83863,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 솔샘로92번길,126.663630772096,37.4255273717409
83896,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 용마루2길,126.743049058321,37.5426860823664
83942,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 봉수대로,126.66196204256,37.4995461300017
83945,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 강화읍 대월로,126.495428432803,37.7539368381127
83987,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 옹진군 백령면 백령로,124.668053869008,37.9623682044584
83992,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 길주남로,126.736151489824,37.5041655855753
83995,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 고산후로78번길,126.702715420042,37.5899317391232
84028,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 검단로,126.690231905262,37.618031581434
84047,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 논고개로123번길,126.723067889313,37.4016760513818
84071,지에스,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 신현로,126.671879706358,37.5136149298472
84113,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 인중로,126.645410995829,37.4810847074848
84155,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경인로,126.667943971988,37.4645547511799
84156,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 완정로165번안길,126.658233718563,37.6009673516664
84394,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 청라한울로,126.648773470588,37.5385543480973
84538,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 청능대로113번길,126.678166689099,37.414220609332
84611,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 문화로115번길,126.699326876083,37.4493525260841
84615,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 햇내로,126.497683550826,37.4906962424581
84618,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 검단로,126.688176301933,37.6164049475425
84624,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 중봉대로,126.650237408297,37.5320387090657
84632,비지에프리테일인천,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 동수로,126.725193741913,37.4841170153022
84637,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 논곡로,126.712788642954,37.4149540784737
84667,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 논현남로,126.723080342229,37.4036044211626
84692,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 경인로,126.722173473556,37.4868505548254
84697,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평대로,126.720087797709,37.5176251717302
84701,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 강화읍 강화대로248번길,126.502312530232,37.7417442728156
84763,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 경명대로1017번길,126.72013102847,37.5468729222711
84781,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 효서로,126.708670406907,37.5276824750027
84828,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 장제로,126.741728600048,37.5485376930882
84837,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 옹진군 영흥면 영흥남로,126.452935231775,37.2440856133703
84838,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 동구 방축로37번길,126.651392894297,37.4879558896759
84879,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 아암대로45번길,126.640487553248,37.4557813735772
84952,스카이72편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 영종해안북로847번길,126.457041636845,37.4946683684763
84998,바이더웨이신포만남,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 인중로174번길,126.625219425346,37.4698950047732
85024,스타편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평대로,126.72171548351,37.5044337215883
85042,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 백범로157번길,126.730002800373,37.4558402605034
85104,위드미,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 포구로,126.737461079235,37.4041282957767
85136,CU송도유원지점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 인권로,126.651171192309,37.418483920459
85185,문화슈퍼,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 월미로,126.59800797949,37.4729901172391
85196,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 컨벤시아대로,126.650653848885,37.3975739615739
85224,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 장제로228번길,126.732391715613,37.5057922023706
85281,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 송해면 강화대로,126.465785542652,37.7612308775475
85291,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 가정로,126.673315021065,37.5194336514558
85328,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 백범로422번길,126.704838599245,37.4679022922479
85329,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 경원대로,126.69443345214,37.4623455399219
85399,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 심곡로208번길,126.683796100897,37.5512758951472
85415,고려산편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 강화군 내가면 고비고개로,126.423893872515,37.7309281304162
85592,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부일로19번길,126.732728814641,37.4905323467823
85617,이마트,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 백범로,126.660169044905,37.485965372467
85656,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 새말로35번길,126.676233484443,37.4226507115124
85659,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 염곡로,126.66834241925,37.5019789193463
85675,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 한나루로193번길,126.656316209582,37.4264265752117
85717,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 장제로,126.729925266164,37.4898174534137
85778,CU월미놀이공원,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 중구 월미로,126.599285485005,37.4754109990888
85788,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 부평문화로65번길,126.723331891668,37.4951886117269
85800,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 길주로647번길,126.734777134451,37.5078631175898
85816,씨스페이스,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 인주대로,126.710392320281,37.4492845797613
85818,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 비류대로232번길,126.660114977242,37.4262804809868
86084,GS25용현인하,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 인하로134번길,126.662845876343,37.4493238068709
86178,세븐일레븐,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 함박뫼로26번길,126.672019380984,37.4194588234839
86213,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 인수남로,126.736536166842,37.4531260877571
86360,인더라인25시편의점,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 평천로287번길,126.721976600588,37.5169788658714
86378,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 장제로,126.73413777519,37.5390138113933
86404,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 부평구 후정동로25번길,126.737651826704,37.5198415289395
86424,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 매소홀로562번길,126.684184188972,37.438300389514
86505,지에스25청학용담,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 연수구 청능대로53번길,126.674054166242,37.4181030779529
86571,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 구월말로58번길,126.7250469403,37.4541560174806
86573,아이지에이,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 독배로,126.649145680346,37.4545020929559
86601,GS25,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 서구 승학로,126.673683956392,37.5503428025269
86629,씨스페이스용현소망,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 미추홀구 토금중로,126.637744761771,37.4524610303268
86702,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 남동서로,126.692124167148,37.407347738868
86717,미니스톱,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 계양구 안남로,126.710402040987,37.5322425627575
86719,CU,소매,종합소매점,편의점,G47122,체인화 편의점,인천광역시 남동구 에코중앙로156번길,126.727200061521,37.3924218169229
